Room Name,Day Name,Hour,Course Name,Instructor,Number of Chairs
12-0.010(ح3),الأحد,14,Empty,,24
12-0.010(ح3),الأحد,15,Empty,,24
12-0.010(ح3),الأحد,16,Empty,,24
12-0.010(ح3),الأحد,17,Empty,,24
12-0.010(ح3),الأحد,18,علم البيانات للحج والعمرة(1),مازن خيرو,24
12-0.010(ح3),الأحد,19,علم البيانات للحج والعمرة(1),مازن خيرو,24
12-0.010(ح3),الأحد,20,Empty,,24
12-0.010(ح3),الأحد,21,Empty,,24
12-0.010(ح3),الثلاثاء,8,Empty,,24
12-0.010(ح3),الثلاثاء,9,Empty,,24
12-0.010(ح3),الثلاثاء,10,Empty,,24
12-0.010(ح3),الثلاثاء,11,التصميم الرقمي المنطقي(1),فهد الزهراني,24
12-0.010(ح3),الثلاثاء,12,Empty,,24
12-0.010(ح3),الثلاثاء,13,Empty,,24
12-0.010(ح3),الثلاثاء,14,Empty,,24
12-0.010(ح3),الثلاثاء,15,Empty,,24
12-0.010(ح3),الثلاثاء,16,التصميم الرقمي المنطقي(1),فهد الزهراني,24
12-0.010(ح3),الثلاثاء,17,التصميم الرقمي المنطقي(1),فهد الزهراني,24
12-0.010(ح3),الثلاثاء,18,Empty,,24
12-0.010(ح3),الثلاثاء,19,Empty,,24
12-0.010(ح3),الثلاثاء,20,Empty,,24
12-0.010(ح3),الثلاثاء,21,Empty,,24
12-0.010(ح3),الأربعاء,8,Empty,,24
12-0.010(ح3),الأربعاء,9,Empty,,24
12-0.010(ح3),الأربعاء,10,Empty,,24
12-0.010(ح3),الأربعاء,11,Empty,,24
12-0.010(ح3),الأربعاء,12,Empty,,24
12-0.010(ح3),الأربعاء,13,أبحاث المستخدم(3),اشرف عيد,24
12-0.010(ح3),الأربعاء,14,أبحاث المستخدم(3),اشرف عيد,24
12-0.010(ح3),الأربعاء,15,Empty,,24
12-0.010(ح3),الأربعاء,16,أبحاث المستخدم(4),اشرف عيد,24
12-0.010(ح3),الأربعاء,17,أبحاث المستخدم(4),اشرف عيد,24
12-0.010(ح3),الأربعاء,18,Empty,,24
12-0.010(ح3),الأربعاء,19,Empty,,24
12-0.010(ح3),الأربعاء,20,Empty,,24
12-0.010(ح3),الأربعاء,21,Empty,,24
12-0.011(ح4),الأحد,8,Empty,,30
12-0.011(ح4),الأحد,9,Empty,,30
12-0.011(ح4),الأحد,10,تصميم عمليات الاعمال(1),سلمان الحارثي,30
12-0.011(ح4),الأحد,11,تصميم عمليات الاعمال(1),سلمان الحارثي,30
12-0.011(ح4),الأحد,12,Empty,,30
12-0.011(ح4),الأحد,13,خوارزميات(1),خالد الطرميسي,30
12-0.011(ح4),الأحد,14,خوارزميات(1),خالد الطرميسي,30
12-0.011(ح4),الأحد,15,Empty,,30
12-0.011(ح4),الأحد,16,مبادئ تصميم الدوائر المتكاملة عالية الكثافة(1),عبدالله باز,30
12-0.011(ح4),الأحد,17,مبادئ تصميم الدوائر المتكاملة عالية الكثافة(1),عبدالله باز,30
12-0.011(ح4),الأحد,18,مبادئ تصميم الدوائر المتكاملة عالية الكثافة(1),عبدالله باز,30
12-0.011(ح4),الأحد,19,Empty,,30
12-0.011(ح4),الأحد,20,Empty,,30
12-0.011(ح4),الأحد,21,Empty,,30
12-0.011(ح4),الاثنين,8,Empty,,30
12-0.011(ح4),الاثنين,9,Empty,,30
12-0.011(ح4),الاثنين,10,الرؤية بالحاسب(1),محمد حامد,30
12-0.011(ح4),الاثنين,11,الرؤية بالحاسب(1),محمد حامد,30
12-0.011(ح4),الاثنين,12,Empty,,30
12-0.011(ح4),الاثنين,13,هندسة البرمجيات (1)(1),محمد نور,30
12-0.011(ح4),الاثنين,14,هندسة البرمجيات (1)(1),محمد نور,30
12-0.011(ح4),الاثنين,15,Empty,,30
12-0.011(ح4),الاثنين,16,هياكل متقطعة (2)(1),خالد الطرميسي,30
12-0.011(ح4),الاثنين,17,هياكل متقطعة (2)(1),خالد الطرميسي,30
12-0.011(ح4),الاثنين,18,Empty,,30
12-0.011(ح4),الاثنين,19,Empty,,30
12-0.011(ح4),الاثنين,20,Empty,,30
12-0.011(ح4),الاثنين,21,Empty,,30
12-0.011(ح4),الثلاثاء,8,Empty,,30
12-0.011(ح4),الثلاثاء,9,Empty,,30
12-0.011(ح4),الثلاثاء,10,Empty,,30
12-0.011(ح4),الثلاثاء,11,Empty,,30
12-0.011(ح4),الثلاثاء,12,Empty,,30
12-0.011(ح4),الثلاثاء,13,Empty,,30
12-0.011(ح4),الثلاثاء,14,Empty,,30
12-0.011(ح4),الثلاثاء,15,Empty,,30
12-0.011(ح4),الثلاثاء,16,Empty,,30
12-0.011(ح4),الثلاثاء,17,Empty,,30
12-0.011(ح4),الثلاثاء,18,Empty,,30
12-0.011(ح4),الثلاثاء,19,تصميم عمليات الاعمال(1),سلمان الحارثي,30
12-0.011(ح4),الثلاثاء,20,Empty,,30
12-0.011(ح4),الثلاثاء,21,Empty,,30
12-0.011(ح4),الأربعاء,8,Empty,,30
12-0.011(ح4),الأربعاء,9,Empty,,30
12-0.011(ح4),الأربعاء,10,خوارزميات(1),خالد الطرميسي,30
12-0.011(ح4),الأربعاء,11,تصميم واجهات المستخدم(1),محمد العباسي,30
12-0.011(ح4),الأربعاء,12,Empty,,30
12-0.011(ح4),الأربعاء,13,تصميم واجهات المستخدم(1),محمد العباسي,30
12-0.011(ح4),الأربعاء,14,تصميم واجهات المستخدم(1),محمد العباسي,30
12-0.011(ح4),الأربعاء,15,Empty,,30
12-0.011(ح4),الأربعاء,16,تصميم واجهات المستخدم(1),محمد العباسي,30
12-0.011(ح4),الأربعاء,17,Empty,,30
12-0.011(ح4),الأربعاء,18,Empty,,30
12-0.011(ح4),الأربعاء,19,Empty,,30
12-0.011(ح4),الأربعاء,20,Empty,,30
12-0.011(ح4),الأربعاء,21,Empty,,30
12-0.011(ح4),الخميس,8,Empty,,30
12-0.011(ح4),الخميس,9,تصميم واجهات المستخدم(2),محمد العباسي,30
12-0.011(ح4),الخميس,10,تصميم واجهات المستخدم(2),محمد العباسي,30
12-0.011(ح4),الخميس,11,تصميم واجهات المستخدم(2),محمد العباسي,30
12-0.011(ح4),الخميس,12,Empty,,30
12-0.011(ح4),الخميس,13,تصميم واجهات المستخدم(2),محمد العباسي,30
12-0.011(ح4),الخميس,14,Empty,,30
12-0.011(ح4),الخميس,15,Empty,,30
12-0.011(ح4),الخميس,16,Empty,,30
12-0.011(ح4),الخميس,17,Empty,,30
12-0.011(ح4),الخميس,18,Empty,,30
12-0.011(ح4),الخميس,19,Empty,,30
12-0.011(ح4),الخميس,20,Empty,,30
12-0.011(ح4),الخميس,21,Empty,,30
12-0.015(ح5),الأحد,8,مقدمة للشبكات العصبية(1),خالد الهندي,50
12-0.015(ح5),الأحد,9,Empty,,50
12-0.015(ح5),الأحد,10,مبادئ وتقنيات الذكاء الاصطناعي(1),محمد حامد,50
12-0.015(ح5),الأحد,11,مبادئ وتقنيات الذكاء الاصطناعي(1),محمد حامد,50
12-0.015(ح5),الأحد,12,Empty,,50
12-0.015(ح5),الأحد,13,واجهة العتاد والبرمجيات(3),غسان باتي,50
12-0.015(ح5),الأحد,14,واجهة العتاد والبرمجيات(3),غسان باتي,50
12-0.015(ح5),الأحد,15,Empty,,50
12-0.015(ح5),الأحد,16,علم البيانات للرعاية الصحية(1),ادريس الصلبي,50
12-0.015(ح5),الأحد,17,علم البيانات للرعاية الصحية(1),ادريس الصلبي,50
12-0.015(ح5),الأحد,18,Empty,,50
12-0.015(ح5),الأحد,19,Empty,,50
12-0.015(ح5),الأحد,20,Empty,,50
12-0.015(ح5),الأحد,21,Empty,,50
12-0.015(ح5),الاثنين,8,التشفير وأمن الشبكات(1),حسن الصلاي,50
12-0.015(ح5),الاثنين,9,التشفير وأمن الشبكات(1),حسن الصلاي,50
12-0.015(ح5),الاثنين,10,Empty,,50
12-0.015(ح5),الاثنين,11,النظم المدمجة(1),محمد الاهي,50
12-0.015(ح5),الاثنين,12,Empty,,50
12-0.015(ح5),الاثنين,13,مقدمة للرؤية بالحاسب(1),ماهر رجب,50
12-0.015(ح5),الاثنين,14,Empty,,50
12-0.015(ح5),الاثنين,15,Empty,,50
12-0.015(ح5),الاثنين,16,مبادئ وتقنيات الذكاء الاصطناعي(2),محمد حلواني,50
12-0.015(ح5),الاثنين,17,Empty,,50
12-0.015(ح5),الاثنين,18,Empty,,50
12-0.015(ح5),الاثنين,19,Empty,,50
12-0.015(ح5),الاثنين,20,Empty,,50
12-0.015(ح5),الاثنين,21,Empty,,50
12-0.015(ح5),الثلاثاء,8,مقدمة في التشفير(1),خالد الطرميسي,50
12-0.015(ح5),الثلاثاء,9,مقدمة في التشفير(1),خالد الطرميسي,50
12-0.015(ح5),الثلاثاء,10,التحسين و البرمجة المقيدة(2),فيصل العصيمي,50
12-0.015(ح5),الثلاثاء,11,التحسين و البرمجة المقيدة(2),فيصل العصيمي,50
12-0.015(ح5),الثلاثاء,12,Empty,,50
12-0.015(ح5),الثلاثاء,13,Empty,,50
12-0.015(ح5),الثلاثاء,14,Empty,,50
12-0.015(ح5),الثلاثاء,15,Empty,,50
12-0.015(ح5),الثلاثاء,16,اساسيات تطوير الويب(8),اسماعيل داغستاني,50
12-0.015(ح5),الثلاثاء,17,Empty,,50
12-0.015(ح5),الثلاثاء,18,Empty,,50
12-0.015(ح5),الثلاثاء,19,Empty,,50
12-0.015(ح5),الثلاثاء,20,Empty,,50
12-0.015(ح5),الثلاثاء,21,Empty,,50
12-0.015(ح5),الأربعاء,8,عمارة الكمبيوتر المتقدمة(1),احمد مرجان,50
12-0.015(ح5),الأربعاء,9,عمارة الكمبيوتر المتقدمة(1),احمد مرجان,50
12-0.015(ح5),الأربعاء,10,مقدمة للشبكات العصبية(1),خالد الهندي,50
12-0.015(ح5),الأربعاء,11,مقدمة للشبكات العصبية(1),خالد الهندي,50
12-0.015(ح5),الأربعاء,12,Empty,,50
12-0.015(ح5),الأربعاء,13,الاتصالات والشبكات اللاسكية(1),عماد فلمبان,50
12-0.015(ح5),الأربعاء,14,الحوسبة العلمية(3),يوسف الحمدان,50
12-0.015(ح5),الأربعاء,15,Empty,,50
12-0.015(ح5),الأربعاء,16,Empty,,50
12-0.015(ح5),الأربعاء,17,التشفير وأمن الشبكات(1),حسن الصلاي,50
12-0.015(ح5),الأربعاء,18,Empty,,50
12-0.015(ح5),الأربعاء,19,Empty,,50
12-0.015(ح5),الأربعاء,20,Empty,,50
12-0.015(ح5),الأربعاء,21,Empty,,50
12-0.015(ح5),الخميس,8,Empty,,50
12-0.015(ح5),الخميس,9,Empty,,50
12-0.015(ح5),الخميس,10,مقدمة للرؤية بالحاسب(1),ماهر رجب,50
12-0.015(ح5),الخميس,11,مقدمة للرؤية بالحاسب(1),ماهر رجب,50
12-0.015(ح5),الخميس,12,Empty,,50
12-0.015(ح5),الخميس,13,النظم المدمجة(1),محمد الاهي,50
12-0.015(ح5),الخميس,14,النظم المدمجة(1),محمد الاهي,50
12-0.015(ح5),الخميس,15,Empty,,50
12-0.015(ح5),الخميس,16,Empty,,50
12-0.015(ح5),الخميس,17,عمارة الكمبيوتر المتقدمة(1),احمد مرجان,50
12-0.015(ح5),الخميس,18,Empty,,50
12-0.015(ح5),الخميس,19,Empty,,50
12-0.015(ح5),الخميس,20,Empty,,50
12-0.015(ح5),الخميس,21,Empty,,50
12-0.016(ح6),الأحد,8,اساسيات تطوير الويب(5),اسماعيل داغستاني,50
12-0.016(ح6),الأحد,9,اساسيات تطوير الويب(5),اسماعيل داغستاني,50
12-0.016(ح6),الأحد,10,مقدمة في الامن السيبراني(2),سلطان المطيري,50
12-0.016(ح6),الأحد,11,Empty,,50
12-0.016(ح6),الأحد,12,Empty,,50
12-0.016(ح6),الأحد,13,الاتصالات والشبكات اللاسكية(1),عماد فلمبان,50
12-0.016(ح6),الأحد,14,الاتصالات والشبكات اللاسكية(1),عماد فلمبان,50
12-0.016(ح6),الأحد,15,Empty,,50
12-0.016(ح6),الأحد,16,Empty,,50
12-0.016(ح6),الأحد,17,تركيب المترجمات(1),محمد نور,50
12-0.016(ح6),الأحد,18,تركيب المترجمات(1),محمد نور,50
12-0.016(ح6),الأحد,19,تركيب المترجمات(1),محمد نور,50
12-0.016(ح6),الأحد,20,Empty,,50
12-0.016(ح6),الأحد,21,Empty,,50
12-0.016(ح6),الاثنين,8,برمجة كائنية التوجه(1),مجدي النفيعي,50
12-0.016(ح6),الاثنين,9,Empty,,50
12-0.016(ح6),الاثنين,10,مقدمة في الامن السيبراني(2),سلطان المطيري,50
12-0.016(ح6),الاثنين,11,مقدمة في الامن السيبراني(2),سلطان المطيري,50
12-0.016(ح6),الاثنين,12,Empty,,50
12-0.016(ح6),الاثنين,13,مقدمة في الامن السيبراني(1),سلطان المطيري,50
12-0.016(ح6),الاثنين,14,مقدمة في الامن السيبراني(1),سلطان المطيري,50
12-0.016(ح6),الاثنين,15,Empty,,50
12-0.016(ح6),الاثنين,16,Empty,,50
12-0.016(ح6),الاثنين,17,Empty,,50
12-0.016(ح6),الاثنين,18,Empty,,50
12-0.016(ح6),الاثنين,19,Empty,,50
12-0.016(ح6),الاثنين,20,Empty,,50
12-0.016(ح6),الاثنين,21,Empty,,50
12-0.016(ح6),الثلاثاء,8,واجهة العتاد والبرمجيات(2),غسان باتي,50
12-0.016(ح6),الثلاثاء,9,واجهة العتاد والبرمجيات(2),غسان باتي,50
12-0.016(ح6),الثلاثاء,10,Empty,,50
12-0.016(ح6),الثلاثاء,11,اساسيات تطوير الويب(5),اسماعيل داغستاني,50
12-0.016(ح6),الثلاثاء,12,Empty,,50
12-0.016(ح6),الثلاثاء,13,برمجة الحاسب الآلي 1(143),بندر الشاوي,50
12-0.016(ح6),الثلاثاء,14,برمجة الحاسب الآلي 1(143),بندر الشاوي,50
12-0.016(ح6),الثلاثاء,15,Empty,,50
12-0.016(ح6),الثلاثاء,16,واجهة العتاد والبرمجيات(1),غسان باتي,50
12-0.016(ح6),الثلاثاء,17,واجهة العتاد والبرمجيات(1),غسان باتي,50
12-0.016(ح6),الثلاثاء,18,Empty,,50
12-0.016(ح6),الثلاثاء,19,Empty,,50
12-0.016(ح6),الثلاثاء,20,Empty,,50
12-0.016(ح6),الثلاثاء,21,Empty,,50
12-0.016(ح6),الأربعاء,8,Empty,,50
12-0.016(ح6),الأربعاء,9,تعلم الآلة (2)(1),احمد الهندي,50
12-0.016(ح6),الأربعاء,10,Empty,,50
12-0.016(ح6),الأربعاء,11,خوارزميات(1),خالد الطرميسي,50
12-0.016(ح6),الأربعاء,12,Empty,,50
12-0.016(ح6),الأربعاء,13,مقدمة في الامن السيبراني(1),سلطان المطيري,50
12-0.016(ح6),الأربعاء,14,Empty,,50
12-0.016(ح6),الأربعاء,15,Empty,,50
12-0.016(ح6),الأربعاء,16,مقدمة في علوم الحاسب الآلي(3),تركي الغامدي,50
12-0.016(ح6),الأربعاء,17,مقدمة في علوم الحاسب الآلي(3),تركي الغامدي,50
12-0.016(ح6),الأربعاء,18,Empty,,50
12-0.016(ح6),الأربعاء,19,Empty,,50
12-0.016(ح6),الأربعاء,20,Empty,,50
12-0.016(ح6),الأربعاء,21,Empty,,50
12-0.016(ح6),الخميس,8,Empty,,50
12-0.016(ح6),الخميس,9,Empty,,50
12-0.016(ح6),الخميس,10,واجهة العتاد والبرمجيات(1),غسان باتي,50
12-0.016(ح6),الخميس,11,واجهة العتاد والبرمجيات(1),غسان باتي,50
12-0.016(ح6),الخميس,12,Empty,,50
12-0.016(ح6),الخميس,13,واجهة العتاد والبرمجيات(2),غسان باتي,50
12-0.016(ح6),الخميس,14,واجهة العتاد والبرمجيات(2),غسان باتي,50
12-0.016(ح6),الخميس,15,Empty,,50
12-0.016(ح6),الخميس,16,Empty,,50
12-0.016(ح6),الخميس,17,Empty,,50
12-0.016(ح6),الخميس,18,Empty,,50
12-0.016(ح6),الخميس,19,Empty,,50
12-0.016(ح6),الخميس,20,Empty,,50
12-0.016(ح6),الخميس,21,Empty,,50
12-0.017(ح7),الأحد,8,Empty,,50
12-0.017(ح7),الأحد,9,مبادئ وتقنيات الذكاء الاصطناعي(3),احمد الهندي,50
12-0.017(ح7),الأحد,10,برمجة الحاسب الآلي 1(18),بندر الشاوي,50
12-0.017(ح7),الأحد,11,برمجة الحاسب الآلي 1(18),بندر الشاوي,50
12-0.017(ح7),الأحد,12,Empty,,50
12-0.017(ح7),الأحد,13,الحاسب والمجتمع(1),ضيف الله الصاعدي,50
12-0.017(ح7),الأحد,14,الحاسب والمجتمع(1),ضيف الله الصاعدي,50
12-0.017(ح7),الأحد,15,Empty,,50
12-0.017(ح7),الأحد,16,Empty,,50
12-0.017(ح7),الأحد,17,التنقيب في البيانات(1),حسن الصلاي,50
12-0.017(ح7),الأحد,18,Empty,,50
12-0.017(ح7),الأحد,19,Empty,,50
12-0.017(ح7),الأحد,20,Empty,,50
12-0.017(ح7),الأحد,21,Empty,,50
12-0.017(ح7),الاثنين,8,أمن الحاسب(1),سلطان المطيري,50
12-0.017(ح7),الاثنين,9,أمن الحاسب(1),سلطان المطيري,50
12-0.017(ح7),الاثنين,10,نظم التشغيل(1),احمد الزهراني,50
12-0.017(ح7),الاثنين,11,نظم التشغيل(1),احمد الزهراني,50
12-0.017(ح7),الاثنين,12,Empty,,50
12-0.017(ح7),الاثنين,13,اساسيات قواعد البيانات(1),احمد مرجان,50
12-0.017(ح7),الاثنين,14,اساسيات قواعد البيانات(1),احمد مرجان,50
12-0.017(ح7),الاثنين,15,Empty,,50
12-0.017(ح7),الاثنين,16,الحوسبة المتوازية(1),فيصل العصيمي,50
12-0.017(ح7),الاثنين,17,الحوسبة المتوازية(1),فيصل العصيمي,50
12-0.017(ح7),الاثنين,18,Empty,,50
12-0.017(ح7),الاثنين,19,Empty,,50
12-0.017(ح7),الاثنين,20,Empty,,50
12-0.017(ح7),الاثنين,21,Empty,,50
12-0.017(ح7),الثلاثاء,8,برمجة متقدمة(1),عبدالله الحربي,50
12-0.017(ح7),الثلاثاء,9,برمجة متقدمة(1),عبدالله الحربي,50
12-0.017(ح7),الثلاثاء,10,مبادئ وتقنيات الذكاء الاصطناعي(3),احمد الهندي,50
12-0.017(ح7),الثلاثاء,11,مبادئ وتقنيات الذكاء الاصطناعي(3),احمد الهندي,50
12-0.017(ح7),الثلاثاء,12,Empty,,50
12-0.017(ح7),الثلاثاء,13,Empty,,50
12-0.017(ح7),الثلاثاء,14,Empty,,50
12-0.017(ح7),الثلاثاء,15,Empty,,50
12-0.017(ح7),الثلاثاء,16,Empty,,50
12-0.017(ح7),الثلاثاء,17,Empty,,50
12-0.017(ح7),الثلاثاء,18,Empty,,50
12-0.017(ح7),الثلاثاء,19,Empty,,50
12-0.017(ح7),الثلاثاء,20,Empty,,50
12-0.017(ح7),الثلاثاء,21,Empty,,50
12-0.017(ح7),الأربعاء,8,التنقيب في البيانات(1),حسن الصلاي,50
12-0.017(ح7),الأربعاء,9,التنقيب في البيانات(1),حسن الصلاي,50
12-0.017(ح7),الأربعاء,10,Empty,,50
12-0.017(ح7),الأربعاء,11,أساسيات نظم التشغيل(2),الين شعبان,50
12-0.017(ح7),الأربعاء,12,Empty,,50
12-0.017(ح7),الأربعاء,13,الرسومات بالحاسب(1),ادريس الصلبي,50
12-0.017(ح7),الأربعاء,14,الرسومات بالحاسب(1),ادريس الصلبي,50
12-0.017(ح7),الأربعاء,15,Empty,,50
12-0.017(ح7),الأربعاء,16,معايير أمن المعلومات وتدقيقها(1),عمر ازهر,50
12-0.017(ح7),الأربعاء,17,Empty,,50
12-0.017(ح7),الأربعاء,18,Empty,,50
12-0.017(ح7),الأربعاء,19,Empty,,50
12-0.017(ح7),الأربعاء,20,Empty,,50
12-0.017(ح7),الأربعاء,21,Empty,,50
12-0.017(ح7),الخميس,8,نظم التشغيل(1),احمد الزهراني,50
12-0.017(ح7),الخميس,9,نظم التشغيل(1),احمد الزهراني,50
12-0.017(ح7),الخميس,10,Empty,,50
12-0.017(ح7),الخميس,11,Empty,,50
12-0.017(ح7),الخميس,12,Empty,,50
12-0.017(ح7),الخميس,13,عملية وادوات التصميم الهندسي(1),فهد الدوسري,50
12-0.017(ح7),الخميس,14,عملية وادوات التصميم الهندسي(1),فهد الدوسري,50
12-0.017(ح7),الخميس,15,Empty,,50
12-0.017(ح7),الخميس,16,عملية وادوات التصميم الهندسي(1),فهد الدوسري,50
12-0.017(ح7),الخميس,17,Empty,,50
12-0.017(ح7),الخميس,18,Empty,,50
12-0.017(ح7),الخميس,19,Empty,,50
12-0.017(ح7),الخميس,20,Empty,,50
12-0.017(ح7),الخميس,21,Empty,,50
12-0.018(ح8),الأحد,8,هياكل البيانات(2),احمد الزهراني,53
12-0.018(ح8),الأحد,9,هياكل البيانات(2),احمد الزهراني,53
12-0.018(ح8),الأحد,10,برمجة الحاسب الآلي 1(4),محمد الغامدي,53
